,narrative,drafting
8798,revising motion record re: refusals,1
8799,finalizing notice of motion re: summary judgment,0
8800,discussing book of authority re: disqualifying expert,0
8801,briefing motion record re: refusals,1
8802,discussing memorandum re: refusals,0
8803,considering memorandum re: refusals,0
8804,proofing compendium re: injunction,0
8805,attending to memo re: summary judgment,0
8806,considering book of authority re: enforcing foreign judgment,0
8807,researching motion record re: summary judgment,0
8808,addressing motion record re: enforcing foreign judgment,0
8809,attending to memorandum re: disqualifying expert,0
8810,proofing memo re: injunction,0
8811,editing order re: summary judgment,1
8812,preparing affidavit re: motion to strike,0
8813,editing book of authority re: disqualifying expert,1
8814,editing factum re: motion to strike,1
8815,discussing notice of motion re: motion to strike,0
8816,analyzing notice of motion re: injunction,0
8817,considering factum re: disqualifying expert,0
8818,writing compendium re: enforcing foreign judgment,1
8819,addressing analysis re: disqualifying expert,0
8820,preparing notice of motion re: refusals,0
8821,revising book of authority re: disqualifying expert,1
8822,proofing analysis re: injunction,0
8823,preparing notice of motion re: refusals,0
8824,discussing factum re: summary judgment,0
8825,proofing factum re: injunction,0
8826,finalizing book of authority re: disqualifying expert,0
8827,writing notice of motion re: enforcing foreign judgment,1
8828,preparing book of authority re: refusals,0
8829,attending to factum re: disqualifying expert,0
8830,revising book of authority re: motion to strike,1
8831,discussing memo re: summary judgment,0
8832,finalizing analysis re: summary judgment,0
8833,editing notice of motion re: summary judgment,1
8834,addressing memorandum re: enforcing foreign judgment,0
8835,preparing analysis re: enforcing foreign judgment,0
8836,drafting compendium re: injunction,1
8837,revising analysis re: summary judgment,1
8838,reviewing motion record re: disqualifying expert,0
8839,proofing compendium re: motion to strike,0
8840,finalizing affidavit re: injunction,0
8841,writing order re: injunction,1
8842,revising factum re: disqualifying expert,1
8843,preparing book of authority re: disqualifying expert,0
8844,discussing order re: summary judgment,0
8845,considering compendium re: refusals,0
8846,reviewing analysis re: motion to strike,0
8847,drafting book of authority re: disqualifying expert,1
8848,proofing order re: injunction,0
8849,writing affidavit re: refusals,1
8850,preparing analysis re: enforcing foreign judgment,0
8851,reviewing analysis re: refusals,0
8852,discussing book of authority re: summary judgment,0
8853,proofing notice of motion re: motion to strike,0
8854,discussing compendium re: enforcing foreign judgment,0
8855,drafting compendium re: summary judgment,1
8856,preparing book of authority re: refusals,0
8857,addressing compendium re: refusals,0
8858,finalizing affidavit re: summary judgment,0
8859,writing memo re: motion to strike,1
8860,revising compendium re: summary judgment,1
8861,revising analysis re: injunction,1
8862,researching motion record re: motion to strike,0
8863,editing book of authority re: disqualifying expert,1
8864,finalizing motion record re: motion to strike,0
8865,drafting memorandum re: injunction,1
8866,proofing memo re: injunction,0
8867,proofing memorandum re: summary judgment,0
8868,preparing motion record re: enforcing foreign judgment,0
8869,researching order re: enforcing foreign judgment,0
8870,analyzing order re: motion to strike,0
8871,briefing factum re: motion to strike,1
8872,writing book of authority re: enforcing foreign judgment,1
8873,drafting memo re: injunction,1
8874,attending to affidavit re: motion to strike,0
8875,reviewing order re: injunction,0
8876,reviewing order re: summary judgment,0
8877,drafting memorandum re: disqualifying expert,1
8878,discussing book of authority re: refusals,0
8879,editing factum re: injunction,1
8880,discussing compendium re: motion to strike,0
8881,briefing memorandum re: refusals,1
8882,proofing analysis re: disqualifying expert,0
8883,analyzing book of authority re: motion to strike,0
8884,researching compendium re: injunction,0
8885,finalizing analysis re: disqualifying expert,0
8886,editing notice of motion re: injunction,1
8887,editing memo re: summary judgment,1
8888,researching book of authority re: refusals,0
8889,attending to analysis re: motion to strike,0
8890,briefing memorandum re: injunction,1
8891,analyzing factum re: refusals,0
8892,preparing analysis re: refusals,0
8893,finalizing affidavit re: summary judgment,0
8894,briefing motion record re: motion to strike,1
8895,editing compendium re: injunction,1
8896,proofing book of authority re: enforcing foreign judgment,0
8897,finalizing analysis re: injunction,0
8898,analyzing factum re: disqualifying expert,0
8899,attending to memorandum re: enforcing foreign judgment,0
8900,proofing motion record re: enforcing foreign judgment,0
8901,writing book of authority re: disqualifying expert,1
8902,attending to order re: disqualifying expert,0
8903,writing motion record re: refusals,1
8904,analyzing memorandum re: refusals,0
8905,drafting memorandum re: summary judgment,1
8906,writing notice of motion re: disqualifying expert,1
8907,analyzing memo re: enforcing foreign judgment,0
8908,finalizing memorandum re: refusals,0
8909,researching motion record re: motion to strike,0
8910,reviewing memo re: refusals,0
8911,researching notice of motion re: summary judgment,0
8912,discussing analysis re: injunction,0
8913,preparing factum re: summary judgment,0
8914,researching analysis re: disqualifying expert,0
8915,reviewing compendium re: disqualifying expert,0
8916,writing order re: enforcing foreign judgment,1
8917,attending to analysis re: summary judgment,0
8918,writing analysis re: summary judgment,1
8919,researching order re: enforcing foreign judgment,0
8920,writing affidavit re: injunction,1
8921,revising affidavit re: enforcing foreign judgment,1
8922,discussing notice of motion re: summary judgment,0
8923,drafting memo re: summary judgment,1
8924,attending to compendium re: refusals,0
8925,drafting compendium re: disqualifying expert,1
8926,drafting book of authority re: injunction,1
8927,addressing notice of motion re: injunction,0
8928,proofing analysis re: enforcing foreign judgment,0
8929,drafting order re: motion to strike,1
8930,finalizing compendium re: injunction,0
8931,proofing book of authority re: refusals,0
8932,finalizing factum re: summary judgment,0
8933,discussing factum re: summary judgment,0
8934,revising affidavit re: refusals,1
8935,reviewing notice of motion re: refusals,0
8936,reviewing notice of motion re: refusals,0
8937,drafting motion record re: disqualifying expert,1
8938,finalizing compendium re: disqualifying expert,0
8939,analyzing affidavit re: refusals,0
8940,drafting motion record re: enforcing foreign judgment,1
8941,editing order re: summary judgment,1
8942,writing compendium re: enforcing foreign judgment,1
8943,researching memo re: enforcing foreign judgment,0
8944,briefing affidavit re: motion to strike,1
8945,revising notice of motion re: injunction,1
8946,analyzing motion record re: summary judgment,0
8947,proofing motion record re: injunction,0
8948,editing notice of motion re: summary judgment,1
8949,reviewing affidavit re: injunction,0
8950,briefing factum re: injunction,1
8951,researching factum re: motion to strike,0
8952,discussing memorandum re: refusals,0
8953,editing order re: enforcing foreign judgment,1
8954,researching book of authority re: enforcing foreign judgment,0
8955,briefing memorandum re: summary judgment,1
8956,preparing book of authority re: motion to strike,0
8957,attending to notice of motion re: motion to strike,0
8958,drafting compendium re: disqualifying expert,1
8959,analyzing motion record re: summary judgment,0
8960,preparing book of authority re: refusals,0
8961,addressing compendium re: injunction,0
8962,editing memo re: disqualifying expert,1
8963,analyzing factum re: motion to strike,0
8964,discussing notice of motion re: summary judgment,0
8965,researching book of authority re: motion to strike,0
8966,briefing order re: summary judgment,1
8967,finalizing notice of motion re: refusals,0
8968,attending to affidavit re: disqualifying expert,0
8969,revising factum re: injunction,1
8970,preparing book of authority re: refusals,0
8971,discussing motion record re: disqualifying expert,0
8972,drafting memorandum re: enforcing foreign judgment,1
8973,attending to memo re: disqualifying expert,0
8974,preparing affidavit re: summary judgment,0
8975,preparing analysis re: summary judgment,0
8976,writing motion record re: summary judgment,1
8977,discussing book of authority re: enforcing foreign judgment,0
8978,addressing book of authority re: refusals,0
8979,revising factum re: disqualifying expert,1
8980,discussing book of authority re: enforcing foreign judgment,0
8981,writing book of authority re: refusals,1
8982,reviewing order re: summary judgment,0
8983,drafting order re: enforcing foreign judgment,1
8984,discussing book of authority re: enforcing foreign judgment,0
8985,briefing affidavit re: refusals,1
8986,writing notice of motion re: motion to strike,1
8987,proofing motion record re: summary judgment,0
8988,considering affidavit re: disqualifying expert,0
8989,analyzing order re: enforcing foreign judgment,0
8990,preparing memorandum re: disqualifying expert,0
8991,proofing memorandum re: refusals,0
8992,briefing book of authority re: refusals,1
8993,writing notice of motion re: enforcing foreign judgment,1
8994,preparing order re: motion to strike,0
8995,briefing compendium re: refusals,1
8996,preparing memo re: refusals,0
8997,editing notice of motion re: disqualifying expert,1
8998,addressing motion record re: motion to strike,0
8999,editing analysis re: summary judgment,1
9000,drafting memo re: refusals,1
9001,preparing factum re: enforcing foreign judgment,0
9002,editing analysis re: enforcing foreign judgment,1
9003,writing analysis re: enforcing foreign judgment,1
9004,discussing memo re: summary judgment,0
9005,attending to factum re: summary judgment,0
9006,writing compendium re: refusals,1
9007,reviewing notice of motion re: enforcing foreign judgment,0
9008,considering memorandum re: enforcing foreign judgment,0
9009,proofing order re: enforcing foreign judgment,0
9010,discussing analysis re: disqualifying expert,0
9011,proofing memorandum re: summary judgment,0
9012,discussing affidavit re: refusals,0
9013,briefing factum re: injunction,1
9014,considering memorandum re: injunction,0
9015,discussing motion record re: disqualifying expert,0
9016,drafting notice of motion re: injunction,1
9017,preparing affidavit re: motion to strike,0
9018,preparing affidavit re: motion to strike,0
9019,addressing compendium re: summary judgment,0
9020,addressing order re: enforcing foreign judgment,0
9021,considering analysis re: injunction,0
9022,revising memorandum re: enforcing foreign judgment,1
9023,reviewing notice of motion re: disqualifying expert,0
9024,editing factum re: disqualifying expert,1
9025,revising memorandum re: disqualifying expert,1
9026,finalizing notice of motion re: disqualifying expert,0
9027,attending to compendium re: disqualifying expert,0
9028,addressing analysis re: refusals,0
9029,finalizing factum re: motion to strike,0
9030,drafting memo re: summary judgment,1
9031,attending to memo re: summary judgment,0
9032,editing affidavit re: injunction,1
9033,finalizing order re: enforcing foreign judgment,0
9034,analyzing memorandum re: injunction,0
9035,writing book of authority re: disqualifying expert,1
9036,proofing compendium re: enforcing foreign judgment,0
9037,addressing notice of motion re: injunction,0
9038,drafting factum re: injunction,1
9039,writing order re: enforcing foreign judgment,1
9040,addressing motion record re: summary judgment,0
9041,drafting notice of motion re: motion to strike,1
9042,drafting memo re: enforcing foreign judgment,1
9043,researching motion record re: refusals,0
9044,attending to factum re: injunction,0
9045,proofing affidavit re: disqualifying expert,0
9046,drafting motion record re: refusals,1
9047,attending to memo re: enforcing foreign judgment,0
9048,attending to motion record re: summary judgment,0
9049,writing memo re: disqualifying expert,1
9050,considering affidavit re: summary judgment,0
9051,discussing notice of motion re: injunction,0
9052,writing notice of motion re: enforcing foreign judgment,1
9053,discussing analysis re: summary judgment,0
9054,researching factum re: enforcing foreign judgment,0
9055,writing motion record re: enforcing foreign judgment,1
9056,addressing order re: summary judgment,0
9057,writing memo re: disqualifying expert,1
9058,discussing order re: refusals,0
9059,considering order re: injunction,0
9060,attending to memo re: disqualifying expert,0
9061,researching book of authority re: refusals,0
9062,reviewing factum re: refusals,0
9063,discussing affidavit re: injunction,0
9064,writing factum re: enforcing foreign judgment,1
9065,writing memorandum re: disqualifying expert,1
9066,considering motion record re: motion to strike,0
9067,revising memorandum re: injunction,1
9068,finalizing factum re: summary judgment,0
9069,attending to order re: summary judgment,0
9070,briefing order re: refusals,1
9071,researching motion record re: enforcing foreign judgment,0
9072,proofing memorandum re: enforcing foreign judgment,0
9073,finalizing analysis re: disqualifying expert,0
9074,considering affidavit re: enforcing foreign judgment,0
9075,considering analysis re: disqualifying expert,0
9076,discussing order re: summary judgment,0
9077,attending to analysis re: disqualifying expert,0
9078,editing compendium re: summary judgment,1
9079,preparing notice of motion re: disqualifying expert,0
9080,discussing memo re: enforcing foreign judgment,0
9081,considering compendium re: refusals,0
9082,briefing order re: motion to strike,1
9083,proofing analysis re: enforcing foreign judgment,0
9084,briefing compendium re: summary judgment,1
9085,drafting book of authority re: disqualifying expert,1
9086,proofing notice of motion re: motion to strike,0
9087,revising notice of motion re: enforcing foreign judgment,1
9088,briefing compendium re: injunction,1
9089,researching notice of motion re: enforcing foreign judgment,0
9090,preparing book of authority re: injunction,0
9091,writing memorandum re: refusals,1
9092,finalizing analysis re: summary judgment,0
9093,writing memorandum re: summary judgment,1
9094,researching memo re: injunction,0
9095,writing memorandum re: injunction,1
9096,drafting compendium re: disqualifying expert,1
9097,researching compendium re: refusals,0
9098,drafting order re: enforcing foreign judgment,1
9099,proofing factum re: refusals,0
9100,revising affidavit re: summary judgment,1
9101,researching affidavit re: motion to strike,0
9102,briefing book of authority re: motion to strike,1
9103,writing order re: disqualifying expert,1
9104,researching compendium re: enforcing foreign judgment,0
9105,attending to book of authority re: refusals,0
9106,attending to analysis re: disqualifying expert,0
9107,writing affidavit re: enforcing foreign judgment,1
9108,writing memo re: enforcing foreign judgment,1
9109,attending to motion record re: enforcing foreign judgment,0
9110,reviewing motion record re: summary judgment,0
9111,editing book of authority re: disqualifying expert,1
9112,reviewing order re: refusals,0
9113,drafting compendium re: enforcing foreign judgment,1
9114,writing affidavit re: motion to strike,1
9115,analyzing affidavit re: enforcing foreign judgment,0
9116,analyzing memorandum re: injunction,0
9117,reviewing book of authority re: disqualifying expert,0
9118,drafting affidavit re: enforcing foreign judgment,1
9119,preparing notice of motion re: injunction,0
9120,considering memorandum re: refusals,0
9121,editing memorandum re: enforcing foreign judgment,1
9122,researching factum re: summary judgment,0
9123,reviewing compendium re: motion to strike,0
9124,preparing memo re: injunction,0
9125,attending to memorandum re: enforcing foreign judgment,0
9126,drafting book of authority re: injunction,1
9127,reviewing memo re: injunction,0
9128,researching order re: disqualifying expert,0
9129,drafting affidavit re: motion to strike,1
9130,analyzing memo re: refusals,0
9131,researching memorandum re: injunction,0
9132,revising analysis re: disqualifying expert,1
9133,addressing book of authority re: motion to strike,0
9134,analyzing motion record re: injunction,0
9135,considering memo re: injunction,0
9136,analyzing memo re: refusals,0
9137,proofing book of authority re: summary judgment,0
9138,briefing affidavit re: injunction,1
9139,briefing compendium re: refusals,1
9140,writing factum re: injunction,1
9141,briefing affidavit re: disqualifying expert,1
9142,researching book of authority re: injunction,0
9143,analyzing memorandum re: injunction,0
9144,analyzing memo re: enforcing foreign judgment,0
9145,analyzing book of authority re: refusals,0
9146,researching compendium re: refusals,0
9147,analyzing memorandum re: disqualifying expert,0
9148,writing memo re: enforcing foreign judgment,1
9149,writing notice of motion re: enforcing foreign judgment,1
9150,drafting memorandum re: motion to strike,1
9151,reviewing analysis re: injunction,0
9152,preparing book of authority re: enforcing foreign judgment,0
9153,addressing affidavit re: summary judgment,0
9154,preparing compendium re: disqualifying expert,0
9155,researching analysis re: enforcing foreign judgment,0
9156,considering memorandum re: enforcing foreign judgment,0
9157,finalizing compendium re: enforcing foreign judgment,0
9158,drafting order re: enforcing foreign judgment,1
9159,addressing analysis re: injunction,0
9160,editing notice of motion re: motion to strike,1
9161,drafting factum re: disqualifying expert,1
9162,addressing factum re: disqualifying expert,0
9163,editing affidavit re: enforcing foreign judgment,1
9164,reviewing affidavit re: injunction,0
9165,researching analysis re: refusals,0
9166,revising motion record re: summary judgment,1
9167,preparing order re: refusals,0
9168,considering compendium re: motion to strike,0
9169,researching book of authority re: motion to strike,0
9170,preparing notice of motion re: refusals,0
9171,considering order re: motion to strike,0
9172,writing order re: refusals,1
9173,analyzing memorandum re: injunction,0
9174,attending to notice of motion re: summary judgment,0
9175,finalizing motion record re: injunction,0
9176,editing notice of motion re: motion to strike,1
9177,drafting memo re: refusals,1
9178,briefing book of authority re: enforcing foreign judgment,1
9179,preparing notice of motion re: injunction,0
9180,researching book of authority re: refusals,0
9181,editing order re: motion to strike,1
9182,addressing notice of motion re: injunction,0
9183,preparing notice of motion re: summary judgment,0
9184,preparing memo re: disqualifying expert,0
9185,writing memorandum re: enforcing foreign judgment,1
9186,editing affidavit re: enforcing foreign judgment,1
9187,briefing affidavit re: refusals,1
9188,considering analysis re: disqualifying expert,0
9189,analyzing affidavit re: disqualifying expert,0
9190,researching affidavit re: injunction,0
9191,addressing factum re: summary judgment,0
9192,researching analysis re: enforcing foreign judgment,0
9193,discussing affidavit re: disqualifying expert,0
9194,proofing compendium re: enforcing foreign judgment,0
9195,proofing memorandum re: injunction,0
9196,analyzing affidavit re: summary judgment,0
9197,revising compendium re: enforcing foreign judgment,1
9198,writing order re: refusals,1
9199,considering notice of motion re: enforcing foreign judgment,0
9200,drafting order re: injunction,1
9201,addressing compendium re: summary judgment,0
9202,addressing memorandum re: disqualifying expert,0
9203,considering order re: disqualifying expert,0
9204,preparing notice of motion re: summary judgment,0
9205,discussing motion record re: motion to strike,0
9206,editing motion record re: injunction,1
9207,proofing factum re: disqualifying expert,0
9208,drafting analysis re: disqualifying expert,1
9209,briefing notice of motion re: refusals,1
9210,discussing compendium re: disqualifying expert,0
9211,attending to compendium re: refusals,0
9212,proofing compendium re: disqualifying expert,0
9213,finalizing compendium re: injunction,0
9214,proofing affidavit re: motion to strike,0
9215,proofing memorandum re: summary judgment,0
9216,proofing motion record re: summary judgment,0
9217,finalizing compendium re: disqualifying expert,0
9218,addressing motion record re: motion to strike,0
9219,discussing compendium re: motion to strike,0
9220,discussing book of authority re: motion to strike,0
9221,writing notice of motion re: injunction,1
9222,discussing memo re: enforcing foreign judgment,0
9223,attending to motion record re: injunction,0
9224,drafting memo re: summary judgment,1
9225,researching analysis re: summary judgment,0
9226,writing memorandum re: refusals,1
9227,revising affidavit re: injunction,1
9228,drafting affidavit re: injunction,1
9229,briefing compendium re: enforcing foreign judgment,1
9230,considering motion record re: summary judgment,0
9231,discussing memorandum re: enforcing foreign judgment,0
9232,considering memo re: motion to strike,0
9233,drafting analysis re: disqualifying expert,1
9234,preparing motion record re: summary judgment,0
9235,drafting compendium re: summary judgment,1
9236,editing book of authority re: motion to strike,1
9237,attending to affidavit re: enforcing foreign judgment,0
9238,attending to memo re: injunction,0
9239,addressing compendium re: injunction,0
9240,discussing factum re: motion to strike,0
9241,analyzing affidavit re: disqualifying expert,0
9242,writing notice of motion re: summary judgment,1
9243,researching affidavit re: summary judgment,0
9244,addressing compendium re: disqualifying expert,0
9245,writing analysis re: summary judgment,1
9246,discussing memorandum re: enforcing foreign judgment,0
9247,discussing notice of motion re: injunction,0
9248,preparing factum re: disqualifying expert,0
9249,researching book of authority re: injunction,0
9250,finalizing motion record re: motion to strike,0
9251,writing affidavit re: injunction,1
9252,considering compendium re: enforcing foreign judgment,0
9253,finalizing notice of motion re: motion to strike,0
9254,addressing motion record re: injunction,0
9255,reviewing affidavit re: summary judgment,0
9256,writing affidavit re: enforcing foreign judgment,1
9257,editing notice of motion re: summary judgment,1
9258,briefing analysis re: injunction,1
9259,editing memo re: motion to strike,1
9260,preparing motion record re: summary judgment,0
9261,reviewing compendium re: injunction,0
9262,finalizing book of authority re: summary judgment,0
9263,researching memo re: disqualifying expert,0
9264,analyzing factum re: refusals,0
9265,addressing memorandum re: refusals,0
9266,finalizing compendium re: refusals,0
9267,finalizing book of authority re: disqualifying expert,0
9268,researching affidavit re: injunction,0
9269,writing memorandum re: injunction,1
9270,drafting motion record re: summary judgment,1
9271,addressing affidavit re: summary judgment,0
9272,proofing affidavit re: injunction,0
9273,editing memo re: injunction,1
9274,researching motion record re: motion to strike,0
9275,attending to memo re: injunction,0
9276,briefing order re: enforcing foreign judgment,1
9277,writing memo re: disqualifying expert,1
9278,drafting compendium re: summary judgment,1
9279,addressing memo re: injunction,0
9280,reviewing memorandum re: summary judgment,0
9281,researching motion record re: injunction,0
9282,discussing motion record re: enforcing foreign judgment,0
9283,addressing order re: enforcing foreign judgment,0
9284,proofing factum re: injunction,0
9285,editing order re: summary judgment,1
9286,attending to compendium re: enforcing foreign judgment,0
9287,proofing affidavit re: disqualifying expert,0
9288,reviewing factum re: disqualifying expert,0
9289,attending to order re: motion to strike,0
9290,analyzing order re: refusals,0
9291,preparing order re: refusals,0
9292,preparing compendium re: enforcing foreign judgment,0
9293,analyzing memorandum re: refusals,0
9294,reviewing notice of motion re: summary judgment,0
9295,reviewing motion record re: refusals,0
9296,analyzing factum re: summary judgment,0
9297,considering memorandum re: summary judgment,0
9298,drafting memo re: refusals,1
9299,proofing book of authority re: injunction,0
9300,briefing book of authority re: summary judgment,1
9301,considering order re: refusals,0
9302,proofing factum re: refusals,0
9303,preparing memo re: motion to strike,0
9304,attending to order re: summary judgment,0
9305,drafting notice of motion re: enforcing foreign judgment,1
9306,analyzing notice of motion re: summary judgment,0
9307,researching notice of motion re: summary judgment,0
9308,editing book of authority re: refusals,1
9309,preparing compendium re: motion to strike,0
9310,addressing order re: injunction,0
9311,drafting factum re: motion to strike,1
9312,editing analysis re: disqualifying expert,1
9313,editing memo re: summary judgment,1
9314,revising affidavit re: enforcing foreign judgment,1
9315,addressing analysis re: refusals,0
9316,briefing memo re: motion to strike,1
9317,finalizing compendium re: disqualifying expert,0
9318,writing motion record re: injunction,1
9319,proofing analysis re: injunction,0
9320,considering order re: enforcing foreign judgment,0
9321,researching memorandum re: disqualifying expert,0
9322,finalizing book of authority re: enforcing foreign judgment,0
9323,writing analysis re: refusals,1
9324,proofing motion record re: refusals,0
9325,finalizing notice of motion re: disqualifying expert,0
9326,researching book of authority re: enforcing foreign judgment,0
9327,analyzing analysis re: disqualifying expert,0
9328,finalizing book of authority re: enforcing foreign judgment,0
9329,editing factum re: injunction,1
9330,addressing order re: refusals,0
9331,reviewing affidavit re: summary judgment,0
9332,researching analysis re: disqualifying expert,0
9333,proofing motion record re: enforcing foreign judgment,0
9334,preparing notice of motion re: enforcing foreign judgment,0
9335,briefing order re: enforcing foreign judgment,1
9336,reviewing book of authority re: refusals,0
9337,briefing order re: motion to strike,1
9338,proofing memo re: summary judgment,0
9339,considering factum re: injunction,0
9340,drafting analysis re: disqualifying expert,1
9341,finalizing compendium re: enforcing foreign judgment,0
9342,revising affidavit re: enforcing foreign judgment,1
9343,analyzing affidavit re: refusals,0
9344,revising memorandum re: enforcing foreign judgment,1
9345,briefing factum re: refusals,1
9346,analyzing book of authority re: injunction,0
9347,briefing compendium re: summary judgment,1
9348,editing memorandum re: motion to strike,1
9349,proofing notice of motion re: refusals,0
9350,researching motion record re: disqualifying expert,0
9351,reviewing order re: summary judgment,0
9352,briefing order re: summary judgment,1
9353,drafting memo re: summary judgment,1
9354,proofing analysis re: summary judgment,0
9355,discussing book of authority re: refusals,0
9356,briefing affidavit re: summary judgment,1
9357,attending to notice of motion re: motion to strike,0
9358,editing factum re: injunction,1
9359,analyzing factum re: motion to strike,0
9360,addressing memorandum re: summary judgment,0
9361,preparing book of authority re: refusals,0
9362,analyzing book of authority re: injunction,0
9363,proofing motion record re: motion to strike,0
9364,attending to notice of motion re: disqualifying expert,0
9365,analyzing analysis re: refusals,0
9366,reviewing book of authority re: summary judgment,0
9367,proofing book of authority re: refusals,0
9368,reviewing notice of motion re: enforcing foreign judgment,0
9369,researching factum re: summary judgment,0
9370,discussing affidavit re: injunction,0
9371,writing compendium re: disqualifying expert,1
9372,considering notice of motion re: enforcing foreign judgment,0
9373,reviewing order re: disqualifying expert,0
9374,analyzing memo re: disqualifying expert,0
9375,considering memorandum re: refusals,0
9376,considering memorandum re: summary judgment,0
9377,considering factum re: enforcing foreign judgment,0
9378,proofing analysis re: disqualifying expert,0
9379,editing order re: disqualifying expert,1
9380,analyzing book of authority re: enforcing foreign judgment,0
9381,attending to compendium re: disqualifying expert,0
9382,writing notice of motion re: motion to strike,1
9383,discussing notice of motion re: summary judgment,0
9384,drafting notice of motion re: injunction,1
9385,drafting affidavit re: enforcing foreign judgment,1
9386,editing affidavit re: refusals,1
9387,briefing analysis re: motion to strike,1
9388,revising book of authority re: refusals,1
9389,analyzing motion record re: motion to strike,0
9390,drafting memo re: summary judgment,1
9391,discussing affidavit re: enforcing foreign judgment,0
9392,analyzing compendium re: disqualifying expert,0
9393,considering motion record re: refusals,0
9394,preparing factum re: refusals,0
9395,drafting notice of motion re: disqualifying expert,1
9396,attending to compendium re: refusals,0
9397,researching factum re: enforcing foreign judgment,0
9398,preparing analysis re: motion to strike,0
9399,briefing motion record re: enforcing foreign judgment,1
9400,preparing order re: enforcing foreign judgment,0
9401,proofing book of authority re: refusals,0
9402,researching book of authority re: refusals,0
9403,editing compendium re: enforcing foreign judgment,1
9404,revising memorandum re: motion to strike,1
9405,finalizing memorandum re: enforcing foreign judgment,0
9406,reviewing book of authority re: enforcing foreign judgment,0
9407,considering book of authority re: motion to strike,0
9408,finalizing factum re: refusals,0
9409,attending to order re: injunction,0
9410,attending to memo re: refusals,0
9411,editing motion record re: motion to strike,1
9412,researching order re: motion to strike,0
9413,attending to factum re: enforcing foreign judgment,0
9414,writing book of authority re: enforcing foreign judgment,1
9415,reviewing motion record re: summary judgment,0
9416,analyzing affidavit re: motion to strike,0
9417,analyzing book of authority re: injunction,0
9418,drafting notice of motion re: disqualifying expert,1
9419,writing analysis re: summary judgment,1
9420,discussing book of authority re: injunction,0
9421,researching motion record re: injunction,0
9422,preparing memo re: injunction,0
9423,writing memo re: motion to strike,1
9424,attending to compendium re: enforcing foreign judgment,0
9425,revising compendium re: summary judgment,1
9426,researching affidavit re: disqualifying expert,0
9427,preparing order re: enforcing foreign judgment,0
9428,proofing motion record re: motion to strike,0
9429,finalizing book of authority re: summary judgment,0
9430,drafting factum re: disqualifying expert,1
9431,discussing affidavit re: refusals,0
9432,preparing affidavit re: refusals,0
9433,addressing notice of motion re: enforcing foreign judgment,0
9434,researching affidavit re: refusals,0
9435,attending to analysis re: summary judgment,0
9436,finalizing compendium re: enforcing foreign judgment,0
9437,editing motion record re: summary judgment,1
9438,discussing memo re: motion to strike,0
9439,writing affidavit re: injunction,1
9440,editing order re: disqualifying expert,1
9441,preparing factum re: summary judgment,0
9442,drafting compendium re: refusals,1
9443,discussing analysis re: summary judgment,0
9444,drafting memo re: refusals,1
9445,briefing notice of motion re: disqualifying expert,1
9446,writing memorandum re: disqualifying expert,1
9447,considering affidavit re: disqualifying expert,0
9448,considering notice of motion re: injunction,0
9449,attending to compendium re: disqualifying expert,0
9450,revising memo re: disqualifying expert,1
9451,researching compendium re: enforcing foreign judgment,0
9452,briefing notice of motion re: refusals,1
9453,writing factum re: disqualifying expert,1
9454,researching factum re: summary judgment,0
9455,addressing order re: disqualifying expert,0
9456,writing compendium re: injunction,1
9457,attending to affidavit re: motion to strike,0
9458,briefing motion record re: enforcing foreign judgment,1
9459,proofing memo re: injunction,0
9460,analyzing order re: enforcing foreign judgment,0
9461,attending to memo re: disqualifying expert,0
9462,preparing analysis re: refusals,0
9463,reviewing affidavit re: refusals,0
9464,researching motion record re: disqualifying expert,0
9465,drafting motion record re: summary judgment,1
9466,finalizing factum re: enforcing foreign judgment,0
9467,analyzing book of authority re: summary judgment,0
9468,researching compendium re: refusals,0
9469,drafting analysis re: motion to strike,1
9470,finalizing factum re: disqualifying expert,0
9471,considering motion record re: disqualifying expert,0
9472,revising memo re: refusals,1
9473,analyzing order re: summary judgment,0
9474,addressing order re: enforcing foreign judgment,0
9475,attending to memo re: disqualifying expert,0
9476,finalizing motion record re: summary judgment,0
9477,reviewing book of authority re: injunction,0
9478,revising compendium re: motion to strike,1
9479,considering notice of motion re: motion to strike,0
9480,preparing memo re: disqualifying expert,0
9481,reviewing factum re: motion to strike,0
9482,considering book of authority re: refusals,0
9483,attending to order re: enforcing foreign judgment,0
9484,researching memorandum re: enforcing foreign judgment,0
9485,preparing compendium re: enforcing foreign judgment,0
9486,considering book of authority re: injunction,0
9487,writing book of authority re: disqualifying expert,1
9488,proofing motion record re: refusals,0
9489,addressing analysis re: refusals,0
9490,reviewing order re: refusals,0
9491,proofing compendium re: disqualifying expert,0
9492,revising memorandum re: summary judgment,1
9493,reviewing affidavit re: motion to strike,0
9494,researching book of authority re: disqualifying expert,0
9495,researching memo re: injunction,0
9496,briefing memo re: injunction,1
9497,writing affidavit re: enforcing foreign judgment,1
9498,attending to compendium re: summary judgment,0
9499,drafting book of authority re: refusals,1
9500,finalizing compendium re: enforcing foreign judgment,0
9501,preparing memo re: injunction,0
9502,drafting notice of motion re: injunction,1
9503,researching factum re: summary judgment,0
9504,writing compendium re: motion to strike,1
9505,analyzing affidavit re: injunction,0
9506,drafting memo re: enforcing foreign judgment,1
9507,discussing order re: enforcing foreign judgment,0
9508,attending to motion record re: disqualifying expert,0
9509,finalizing affidavit re: motion to strike,0
9510,discussing analysis re: injunction,0
