,narrative,drafting
7703,preparing compendium re: refusals,0
7704,briefing analysis re: injunction,1
7705,drafting memorandum re: motion to strike,1
7706,editing motion record re: enforcing foreign judgment,1
7707,attending to notice of motion re: enforcing foreign judgment,0
7708,analyzing book of authority re: enforcing foreign judgment,0
7709,revising affidavit re: enforcing foreign judgment,1
7710,analyzing memo re: refusals,0
7711,briefing motion record re: motion to strike,1
7712,drafting order re: summary judgment,1
7713,editing affidavit re: enforcing foreign judgment,1
7714,reviewing motion record re: refusals,0
7715,reviewing memo re: refusals,0
7716,revising motion record re: motion to strike,1
7717,attending to order re: disqualifying expert,0
7718,researching analysis re: injunction,0
7719,analyzing book of authority re: disqualifying expert,0
7720,drafting order re: injunction,1
7721,analyzing factum re: summary judgment,0
7722,analyzing compendium re: injunction,0
7723,analyzing memorandum re: disqualifying expert,0
7724,briefing compendium re: motion to strike,1
7725,proofing memo re: refusals,0
7726,attending to compendium re: disqualifying expert,0
7727,researching book of authority re: disqualifying expert,0
7728,writing analysis re: injunction,1
7729,researching analysis re: summary judgment,0
7730,proofing memo re: enforcing foreign judgment,0
7731,reviewing motion record re: summary judgment,0
7732,drafting notice of motion re: summary judgment,1
7733,revising affidavit re: summary judgment,1
7734,analyzing memorandum re: summary judgment,0
7735,writing motion record re: motion to strike,1
7736,reviewing motion record re: injunction,0
7737,editing motion record re: enforcing foreign judgment,1
7738,drafting motion record re: summary judgment,1
7739,drafting analysis re: injunction,1
7740,drafting book of authority re: summary judgment,1
7741,revising factum re: disqualifying expert,1
7742,drafting compendium re: summary judgment,1
7743,attending to notice of motion re: enforcing foreign judgment,0
7744,proofing notice of motion re: disqualifying expert,0
7745,analyzing compendium re: injunction,0
7746,briefing memo re: motion to strike,1
7747,proofing order re: summary judgment,0
7748,preparing motion record re: motion to strike,0
7749,proofing book of authority re: injunction,0
7750,writing affidavit re: summary judgment,1
7751,attending to book of authority re: refusals,0
7752,drafting book of authority re: enforcing foreign judgment,1
7753,editing motion record re: refusals,1
7754,revising book of authority re: disqualifying expert,1
7755,finalizing analysis re: injunction,0
7756,researching book of authority re: enforcing foreign judgment,0
7757,researching factum re: motion to strike,0
7758,reviewing memo re: summary judgment,0
7759,reviewing notice of motion re: refusals,0
7760,writing affidavit re: refusals,1
7761,finalizing book of authority re: refusals,0
7762,revising compendium re: summary judgment,1
7763,revising order re: enforcing foreign judgment,1
7764,revising notice of motion re: disqualifying expert,1
7765,proofing compendium re: disqualifying expert,0
7766,analyzing book of authority re: motion to strike,0
7767,proofing memorandum re: enforcing foreign judgment,0
7768,researching order re: refusals,0
7769,finalizing factum re: summary judgment,0
7770,proofing notice of motion re: refusals,0
7771,drafting notice of motion re: injunction,1
7772,writing analysis re: summary judgment,1
7773,revising affidavit re: injunction,1
7774,analyzing order re: summary judgment,0
7775,finalizing book of authority re: disqualifying expert,0
7776,analyzing order re: motion to strike,0
7777,writing affidavit re: disqualifying expert,1
7778,drafting analysis re: enforcing foreign judgment,1
7779,preparing affidavit re: injunction,0
7780,finalizing memorandum re: motion to strike,0
7781,researching factum re: summary judgment,0
7782,drafting motion record re: summary judgment,1
7783,preparing compendium re: motion to strike,0
7784,editing notice of motion re: refusals,1
7785,analyzing book of authority re: injunction,0
7786,analyzing book of authority re: disqualifying expert,0
7787,drafting notice of motion re: disqualifying expert,1
7788,briefing factum re: motion to strike,1
7789,researching book of authority re: injunction,0
7790,analyzing notice of motion re: enforcing foreign judgment,0
7791,preparing book of authority re: motion to strike,0
7792,briefing order re: disqualifying expert,1
7793,proofing notice of motion re: disqualifying expert,0
7794,attending to book of authority re: enforcing foreign judgment,0
7795,drafting motion record re: disqualifying expert,1
7796,analyzing affidavit re: enforcing foreign judgment,0
7797,analyzing book of authority re: disqualifying expert,0
7798,proofing motion record re: disqualifying expert,0
7799,analyzing compendium re: motion to strike,0
7800,proofing motion record re: disqualifying expert,0
7801,preparing affidavit re: refusals,0
7802,reviewing memo re: refusals,0
7803,drafting compendium re: motion to strike,1
7804,researching order re: injunction,0
7805,writing notice of motion re: motion to strike,1
7806,briefing factum re: enforcing foreign judgment,1
7807,writing motion record re: summary judgment,1
7808,briefing motion record re: enforcing foreign judgment,1
7809,preparing book of authority re: enforcing foreign judgment,0
7810,analyzing notice of motion re: summary judgment,0
7811,writing book of authority re: motion to strike,1
7812,briefing motion record re: motion to strike,1
7813,drafting analysis re: enforcing foreign judgment,1
7814,reviewing factum re: disqualifying expert,0
7815,analyzing affidavit re: injunction,0
7816,proofing analysis re: refusals,0
7817,revising affidavit re: enforcing foreign judgment,1
7818,researching memo re: refusals,0
7819,briefing memorandum re: summary judgment,1
7820,briefing book of authority re: disqualifying expert,1
7821,revising book of authority re: enforcing foreign judgment,1
7822,briefing memo re: injunction,1
7823,proofing memo re: motion to strike,0
7824,finalizing memorandum re: motion to strike,0
7825,writing factum re: motion to strike,1
7826,researching order re: refusals,0
7827,writing memo re: motion to strike,1
7828,analyzing order re: motion to strike,0
7829,editing book of authority re: summary judgment,1
7830,preparing notice of motion re: enforcing foreign judgment,0
7831,researching affidavit re: refusals,0
7832,finalizing motion record re: enforcing foreign judgment,0
7833,editing motion record re: refusals,1
7834,researching memo re: refusals,0
7835,reviewing memorandum re: enforcing foreign judgment,0
7836,analyzing book of authority re: summary judgment,0
7837,drafting order re: injunction,1
7838,drafting memorandum re: refusals,1
7839,researching analysis re: enforcing foreign judgment,0
7840,briefing analysis re: summary judgment,1
7841,attending to book of authority re: injunction,0
7842,proofing analysis re: injunction,0
7843,preparing analysis re: refusals,0
7844,briefing affidavit re: motion to strike,1
7845,reviewing order re: motion to strike,0
7846,attending to notice of motion re: disqualifying expert,0
7847,revising compendium re: injunction,1
7848,briefing factum re: disqualifying expert,1
7849,proofing factum re: injunction,0
7850,researching compendium re: enforcing foreign judgment,0
7851,reviewing affidavit re: enforcing foreign judgment,0
7852,analyzing compendium re: injunction,0
7853,preparing memorandum re: enforcing foreign judgment,0
7854,analyzing compendium re: disqualifying expert,0
7855,analyzing order re: injunction,0
7856,analyzing analysis re: refusals,0
7857,editing notice of motion re: summary judgment,1
7858,drafting factum re: refusals,1
7859,editing notice of motion re: refusals,1
7860,drafting book of authority re: disqualifying expert,1
7861,writing notice of motion re: enforcing foreign judgment,1
7862,revising compendium re: refusals,1
7863,analyzing affidavit re: refusals,0
7864,briefing motion record re: injunction,1
7865,proofing compendium re: motion to strike,0
7866,writing factum re: disqualifying expert,1
7867,researching motion record re: injunction,0
7868,attending to analysis re: motion to strike,0
7869,drafting order re: disqualifying expert,1
7870,reviewing motion record re: injunction,0
7871,proofing motion record re: motion to strike,0
7872,finalizing order re: injunction,0
7873,briefing memorandum re: motion to strike,1
7874,analyzing book of authority re: motion to strike,0
7875,attending to factum re: disqualifying expert,0
7876,reviewing book of authority re: motion to strike,0
7877,finalizing notice of motion re: refusals,0
7878,analyzing book of authority re: motion to strike,0
7879,revising motion record re: motion to strike,1
7880,researching analysis re: summary judgment,0
7881,preparing motion record re: disqualifying expert,0
7882,editing factum re: motion to strike,1
7883,analyzing notice of motion re: summary judgment,0
7884,researching notice of motion re: motion to strike,0
7885,finalizing compendium re: disqualifying expert,0
7886,finalizing notice of motion re: enforcing foreign judgment,0
7887,proofing book of authority re: disqualifying expert,0
7888,analyzing analysis re: disqualifying expert,0
7889,preparing notice of motion re: disqualifying expert,0
7890,proofing memorandum re: summary judgment,0
7891,writing book of authority re: summary judgment,1
7892,writing order re: injunction,1
7893,drafting compendium re: motion to strike,1
7894,briefing memorandum re: injunction,1
7895,finalizing affidavit re: disqualifying expert,0
7896,analyzing motion record re: disqualifying expert,0
7897,revising compendium re: refusals,1
7898,revising analysis re: motion to strike,1
7899,briefing compendium re: injunction,1
7900,revising affidavit re: summary judgment,1
7901,preparing factum re: motion to strike,0
7902,finalizing factum re: motion to strike,0
7903,writing memo re: injunction,1
7904,revising motion record re: disqualifying expert,1
7905,revising motion record re: summary judgment,1
7906,reviewing factum re: refusals,0
7907,preparing analysis re: summary judgment,0
7908,finalizing memo re: refusals,0
7909,writing memorandum re: disqualifying expert,1
7910,reviewing memo re: motion to strike,0
7911,drafting memorandum re: refusals,1
7912,researching order re: injunction,0
7913,drafting motion record re: motion to strike,1
7914,editing book of authority re: refusals,1
7915,proofing compendium re: summary judgment,0
7916,revising motion record re: motion to strike,1
7917,briefing analysis re: summary judgment,1
7918,attending to factum re: enforcing foreign judgment,0
7919,briefing compendium re: disqualifying expert,1
7920,proofing motion record re: motion to strike,0
7921,proofing affidavit re: enforcing foreign judgment,0
7922,revising notice of motion re: injunction,1
7923,attending to notice of motion re: injunction,0
7924,reviewing order re: injunction,0
7925,drafting analysis re: enforcing foreign judgment,1
7926,researching memorandum re: motion to strike,0
7927,writing analysis re: summary judgment,1
7928,drafting memo re: enforcing foreign judgment,1
7929,analyzing memo re: refusals,0
7930,reviewing book of authority re: summary judgment,0
7931,proofing affidavit re: injunction,0
7932,briefing analysis re: injunction,1
7933,attending to affidavit re: motion to strike,0
7934,proofing book of authority re: disqualifying expert,0
7935,researching order re: motion to strike,0
7936,editing memo re: refusals,1
7937,revising book of authority re: summary judgment,1
7938,analyzing book of authority re: summary judgment,0
7939,revising memo re: injunction,1
7940,preparing motion record re: injunction,0
7941,attending to notice of motion re: injunction,0
7942,drafting book of authority re: summary judgment,1
7943,reviewing memorandum re: motion to strike,0
7944,reviewing affidavit re: motion to strike,0
7945,briefing compendium re: disqualifying expert,1
7946,attending to affidavit re: injunction,0
7947,drafting compendium re: summary judgment,1
7948,editing notice of motion re: injunction,1
7949,preparing motion record re: summary judgment,0
7950,preparing memo re: enforcing foreign judgment,0
7951,reviewing memo re: motion to strike,0
7952,attending to factum re: injunction,0
7953,briefing motion record re: enforcing foreign judgment,1
7954,preparing motion record re: enforcing foreign judgment,0
7955,writing compendium re: summary judgment,1
7956,finalizing memo re: enforcing foreign judgment,0
7957,writing motion record re: disqualifying expert,1
7958,attending to memorandum re: motion to strike,0
7959,revising analysis re: injunction,1
7960,researching notice of motion re: refusals,0
7961,attending to factum re: summary judgment,0
7962,preparing factum re: disqualifying expert,0
7963,attending to notice of motion re: summary judgment,0
7964,drafting memo re: enforcing foreign judgment,1
7965,briefing memorandum re: injunction,1
7966,writing book of authority re: enforcing foreign judgment,1
7967,editing analysis re: disqualifying expert,1
7968,drafting memorandum re: injunction,1
7969,researching book of authority re: motion to strike,0
7970,reviewing memo re: disqualifying expert,0
7971,drafting motion record re: disqualifying expert,1
7972,preparing memo re: enforcing foreign judgment,0
7973,revising memo re: motion to strike,1
7974,drafting order re: disqualifying expert,1
7975,researching memorandum re: summary judgment,0
7976,analyzing analysis re: injunction,0
7977,analyzing memo re: disqualifying expert,0
7978,analyzing order re: motion to strike,0
7979,researching factum re: enforcing foreign judgment,0
7980,analyzing book of authority re: motion to strike,0
7981,finalizing notice of motion re: enforcing foreign judgment,0
7982,proofing analysis re: motion to strike,0
7983,briefing memorandum re: summary judgment,1
7984,proofing notice of motion re: enforcing foreign judgment,0
7985,drafting analysis re: motion to strike,1
7986,finalizing notice of motion re: summary judgment,0
7987,drafting notice of motion re: disqualifying expert,1
7988,proofing analysis re: enforcing foreign judgment,0
7989,attending to motion record re: summary judgment,0
7990,proofing notice of motion re: refusals,0
7991,finalizing book of authority re: refusals,0
7992,preparing factum re: refusals,0
7993,writing affidavit re: refusals,1
7994,revising affidavit re: summary judgment,1
7995,editing memorandum re: enforcing foreign judgment,1
7996,drafting analysis re: injunction,1
7997,editing memo re: enforcing foreign judgment,1
7998,attending to motion record re: summary judgment,0
7999,reviewing order re: disqualifying expert,0
8000,analyzing analysis re: enforcing foreign judgment,0
8001,attending to notice of motion re: disqualifying expert,0
8002,reviewing order re: injunction,0
8003,preparing motion record re: summary judgment,0
8004,revising affidavit re: summary judgment,1
8005,revising book of authority re: refusals,1
8006,preparing order re: injunction,0
8007,finalizing factum re: disqualifying expert,0
8008,preparing memorandum re: motion to strike,0
8009,preparing analysis re: refusals,0
8010,finalizing memorandum re: summary judgment,0
8011,reviewing book of authority re: refusals,0
8012,analyzing memo re: refusals,0
8013,preparing affidavit re: refusals,0
8014,finalizing factum re: injunction,0
8015,preparing notice of motion re: disqualifying expert,0
8016,drafting memo re: enforcing foreign judgment,1
8017,revising motion record re: motion to strike,1
8018,attending to memo re: disqualifying expert,0
8019,drafting book of authority re: motion to strike,1
8020,writing order re: disqualifying expert,1
8021,revising memorandum re: disqualifying expert,1
8022,proofing order re: summary judgment,0
8023,revising compendium re: disqualifying expert,1
8024,reviewing book of authority re: refusals,0
8025,reviewing memo re: summary judgment,0
8026,drafting notice of motion re: enforcing foreign judgment,1
8027,reviewing motion record re: enforcing foreign judgment,0
8028,editing notice of motion re: summary judgment,1
8029,revising compendium re: enforcing foreign judgment,1
8030,researching order re: motion to strike,0
8031,revising memo re: disqualifying expert,1
8032,revising order re: motion to strike,1
8033,finalizing analysis re: motion to strike,0
8034,editing memo re: disqualifying expert,1
8035,analyzing notice of motion re: refusals,0
8036,editing order re: injunction,1
8037,preparing book of authority re: summary judgment,0
8038,researching book of authority re: summary judgment,0
8039,proofing order re: enforcing foreign judgment,0
8040,reviewing motion record re: summary judgment,0
8041,attending to motion record re: disqualifying expert,0
8042,reviewing order re: motion to strike,0
8043,editing memo re: enforcing foreign judgment,1
8044,finalizing motion record re: injunction,0
8045,drafting memorandum re: summary judgment,1
8046,preparing memo re: disqualifying expert,0
8047,proofing notice of motion re: injunction,0
8048,reviewing book of authority re: injunction,0
8049,revising affidavit re: enforcing foreign judgment,1
8050,editing book of authority re: motion to strike,1
8051,finalizing factum re: motion to strike,0
8052,editing memo re: enforcing foreign judgment,1
8053,finalizing motion record re: injunction,0
8054,finalizing factum re: disqualifying expert,0
8055,researching book of authority re: enforcing foreign judgment,0
8056,attending to factum re: enforcing foreign judgment,0
8057,preparing order re: refusals,0
8058,briefing memo re: injunction,1
8059,attending to memo re: enforcing foreign judgment,0
8060,writing motion record re: summary judgment,1
8061,reviewing notice of motion re: injunction,0
8062,writing book of authority re: motion to strike,1
8063,researching notice of motion re: summary judgment,0
8064,finalizing affidavit re: injunction,0
8065,reviewing factum re: motion to strike,0
8066,writing memo re: motion to strike,1
8067,revising notice of motion re: disqualifying expert,1
8068,analyzing factum re: injunction,0
8069,briefing order re: summary judgment,1
8070,proofing analysis re: enforcing foreign judgment,0
8071,drafting analysis re: summary judgment,1
8072,proofing order re: enforcing foreign judgment,0
8073,revising memorandum re: motion to strike,1
8074,revising motion record re: injunction,1
8075,proofing analysis re: motion to strike,0
8076,proofing memo re: enforcing foreign judgment,0
8077,attending to compendium re: motion to strike,0
8078,drafting affidavit re: refusals,1
8079,researching order re: injunction,0
8080,editing motion record re: summary judgment,1
8081,preparing factum re: injunction,0
8082,writing affidavit re: motion to strike,1
8083,reviewing book of authority re: motion to strike,0
8084,briefing memo re: enforcing foreign judgment,1
8085,analyzing memo re: disqualifying expert,0
8086,analyzing order re: disqualifying expert,0
8087,finalizing factum re: disqualifying expert,0
8088,preparing compendium re: disqualifying expert,0
8089,attending to order re: summary judgment,0
8090,preparing order re: summary judgment,0
8091,finalizing order re: injunction,0
8092,writing book of authority re: enforcing foreign judgment,1
8093,briefing analysis re: summary judgment,1
8094,revising factum re: enforcing foreign judgment,1
8095,briefing compendium re: motion to strike,1
8096,briefing order re: refusals,1
8097,revising notice of motion re: disqualifying expert,1
8098,writing compendium re: motion to strike,1
8099,attending to notice of motion re: summary judgment,0
8100,proofing factum re: disqualifying expert,0
8101,proofing book of authority re: summary judgment,0
8102,finalizing analysis re: enforcing foreign judgment,0
8103,analyzing memo re: disqualifying expert,0
8104,proofing motion record re: summary judgment,0
8105,researching factum re: refusals,0
8106,preparing memorandum re: disqualifying expert,0
8107,proofing memo re: motion to strike,0
8108,revising book of authority re: injunction,1
8109,finalizing order re: summary judgment,0
8110,editing analysis re: disqualifying expert,1
8111,attending to book of authority re: injunction,0
8112,writing order re: refusals,1
8113,analyzing order re: summary judgment,0
8114,drafting compendium re: enforcing foreign judgment,1
8115,briefing motion record re: motion to strike,1
8116,editing book of authority re: injunction,1
8117,preparing memo re: injunction,0
8118,proofing compendium re: motion to strike,0
8119,researching notice of motion re: disqualifying expert,0
8120,reviewing affidavit re: refusals,0
8121,preparing memo re: motion to strike,0
8122,briefing memo re: refusals,1
8123,proofing memorandum re: enforcing foreign judgment,0
8124,analyzing compendium re: refusals,0
8125,briefing memorandum re: motion to strike,1
8126,writing motion record re: injunction,1
8127,analyzing factum re: enforcing foreign judgment,0
8128,reviewing affidavit re: disqualifying expert,0
8129,finalizing motion record re: motion to strike,0
8130,proofing book of authority re: motion to strike,0
8131,briefing compendium re: injunction,1
8132,analyzing order re: refusals,0
8133,proofing order re: disqualifying expert,0
8134,analyzing book of authority re: enforcing foreign judgment,0
8135,briefing compendium re: injunction,1
8136,analyzing order re: injunction,0
8137,writing motion record re: summary judgment,1
8138,preparing analysis re: disqualifying expert,0
8139,analyzing motion record re: enforcing foreign judgment,0
8140,editing memorandum re: injunction,1
8141,attending to memorandum re: injunction,0
8142,analyzing factum re: motion to strike,0
8143,drafting analysis re: injunction,1
8144,proofing analysis re: disqualifying expert,0
8145,preparing compendium re: refusals,0
8146,revising memorandum re: motion to strike,1
8147,briefing affidavit re: motion to strike,1
8148,attending to compendium re: enforcing foreign judgment,0
8149,attending to analysis re: motion to strike,0
8150,researching notice of motion re: refusals,0
8151,writing book of authority re: injunction,1
8152,editing motion record re: summary judgment,1
8153,analyzing order re: refusals,0
8154,proofing compendium re: enforcing foreign judgment,0
8155,reviewing analysis re: summary judgment,0
8156,researching notice of motion re: disqualifying expert,0
8157,analyzing order re: refusals,0
8158,revising memo re: refusals,1
8159,writing memorandum re: disqualifying expert,1
8160,attending to notice of motion re: enforcing foreign judgment,0
8161,analyzing analysis re: motion to strike,0
8162,proofing affidavit re: summary judgment,0
8163,finalizing motion record re: motion to strike,0
8164,attending to factum re: injunction,0
8165,preparing compendium re: motion to strike,0
8166,attending to analysis re: enforcing foreign judgment,0
8167,briefing compendium re: enforcing foreign judgment,1
8168,editing notice of motion re: disqualifying expert,1
8169,preparing factum re: enforcing foreign judgment,0
8170,editing analysis re: enforcing foreign judgment,1
8171,writing affidavit re: refusals,1
8172,revising motion record re: summary judgment,1
8173,researching analysis re: injunction,0
8174,editing order re: refusals,1
8175,preparing memorandum re: motion to strike,0
8176,attending to memorandum re: refusals,0
8177,revising analysis re: enforcing foreign judgment,1
8178,briefing book of authority re: refusals,1
8179,revising memo re: disqualifying expert,1
8180,writing compendium re: summary judgment,1
8181,analyzing analysis re: disqualifying expert,0
8182,proofing notice of motion re: refusals,0
8183,writing factum re: enforcing foreign judgment,1
8184,drafting factum re: injunction,1
8185,drafting memorandum re: motion to strike,1
8186,writing order re: injunction,1
8187,preparing affidavit re: injunction,0
8188,researching memo re: disqualifying expert,0
8189,attending to order re: summary judgment,0
8190,drafting analysis re: enforcing foreign judgment,1
8191,writing memo re: injunction,1
8192,researching affidavit re: summary judgment,0
8193,revising notice of motion re: disqualifying expert,1
8194,analyzing analysis re: motion to strike,0
8195,analyzing compendium re: motion to strike,0
8196,briefing motion record re: injunction,1
8197,researching compendium re: injunction,0
8198,finalizing factum re: motion to strike,0
8199,attending to factum re: enforcing foreign judgment,0
8200,researching affidavit re: enforcing foreign judgment,0
8201,attending to analysis re: refusals,0
8202,analyzing analysis re: refusals,0
8203,reviewing compendium re: summary judgment,0
8204,writing motion record re: refusals,1
8205,reviewing analysis re: summary judgment,0
8206,researching compendium re: injunction,0
8207,proofing memo re: motion to strike,0
8208,attending to compendium re: motion to strike,0
8209,reviewing memo re: refusals,0
8210,finalizing motion record re: motion to strike,0
8211,revising compendium re: disqualifying expert,1
8212,finalizing book of authority re: summary judgment,0
8213,attending to factum re: motion to strike,0
8214,attending to compendium re: refusals,0
8215,analyzing book of authority re: injunction,0
8216,analyzing motion record re: refusals,0
8217,writing order re: enforcing foreign judgment,1
8218,preparing analysis re: motion to strike,0
8219,proofing compendium re: enforcing foreign judgment,0
8220,researching affidavit re: injunction,0
8221,proofing book of authority re: enforcing foreign judgment,0
8222,proofing motion record re: summary judgment,0
8223,researching memo re: enforcing foreign judgment,0
8224,briefing order re: summary judgment,1
8225,editing analysis re: injunction,1
8226,analyzing compendium re: disqualifying expert,0
8227,editing affidavit re: motion to strike,1
8228,researching notice of motion re: motion to strike,0
8229,preparing notice of motion re: summary judgment,0
8230,writing factum re: injunction,1
8231,analyzing affidavit re: enforcing foreign judgment,0
8232,briefing affidavit re: enforcing foreign judgment,1
8233,attending to affidavit re: refusals,0
8234,preparing analysis re: enforcing foreign judgment,0
8235,proofing affidavit re: summary judgment,0
8236,writing compendium re: motion to strike,1
8237,reviewing compendium re: disqualifying expert,0
8238,preparing memorandum re: injunction,0
8239,finalizing factum re: motion to strike,0
8240,proofing analysis re: disqualifying expert,0
8241,revising motion record re: enforcing foreign judgment,1
8242,editing analysis re: summary judgment,1
8243,reviewing motion record re: summary judgment,0
8244,proofing motion record re: injunction,0
8245,writing affidavit re: disqualifying expert,1
8246,drafting motion record re: injunction,1
8247,researching order re: refusals,0
8248,finalizing compendium re: enforcing foreign judgment,0
8249,attending to analysis re: disqualifying expert,0
8250,finalizing affidavit re: disqualifying expert,0
8251,drafting compendium re: motion to strike,1
8252,finalizing memo re: summary judgment,0
8253,analyzing compendium re: summary judgment,0
8254,writing compendium re: motion to strike,1
8255,editing affidavit re: refusals,1
8256,drafting memo re: summary judgment,1
8257,reviewing memo re: refusals,0
8258,reviewing affidavit re: disqualifying expert,0
8259,briefing analysis re: motion to strike,1
8260,editing analysis re: injunction,1
8261,proofing memorandum re: enforcing foreign judgment,0
8262,finalizing book of authority re: summary judgment,0
8263,writing factum re: disqualifying expert,1
8264,finalizing factum re: disqualifying expert,0
8265,writing memo re: injunction,1
8266,finalizing motion record re: summary judgment,0
8267,editing notice of motion re: motion to strike,1
8268,preparing affidavit re: enforcing foreign judgment,0
8269,preparing memorandum re: refusals,0
8270,proofing motion record re: disqualifying expert,0
8271,revising notice of motion re: summary judgment,1
8272,drafting analysis re: motion to strike,1
8273,finalizing notice of motion re: enforcing foreign judgment,0
8274,attending to compendium re: injunction,0
8275,researching analysis re: injunction,0
8276,briefing memo re: summary judgment,1
8277,briefing book of authority re: refusals,1
8278,researching order re: enforcing foreign judgment,0
8279,drafting memorandum re: enforcing foreign judgment,1
8280,revising motion record re: summary judgment,1
8281,preparing order re: injunction,0
8282,revising memo re: refusals,1
8283,proofing motion record re: enforcing foreign judgment,0
8284,attending to notice of motion re: injunction,0
8285,analyzing book of authority re: enforcing foreign judgment,0
8286,briefing factum re: disqualifying expert,1
8287,finalizing notice of motion re: motion to strike,0
8288,attending to affidavit re: summary judgment,0
8289,briefing compendium re: injunction,1
8290,proofing motion record re: enforcing foreign judgment,0
8291,briefing memorandum re: summary judgment,1
8292,preparing affidavit re: enforcing foreign judgment,0
8293,attending to notice of motion re: disqualifying expert,0
8294,proofing memo re: refusals,0
8295,researching analysis re: enforcing foreign judgment,0
8296,writing memorandum re: enforcing foreign judgment,1
8297,researching motion record re: disqualifying expert,0
8298,revising affidavit re: motion to strike,1
8299,reviewing notice of motion re: disqualifying expert,0
8300,preparing factum re: summary judgment,0
8301,editing memorandum re: motion to strike,1
8302,editing motion record re: enforcing foreign judgment,1
8303,reviewing order re: refusals,0
8304,proofing analysis re: injunction,0
8305,revising order re: motion to strike,1
8306,revising notice of motion re: refusals,1
8307,analyzing compendium re: disqualifying expert,0
8308,attending to order re: refusals,0
8309,revising analysis re: disqualifying expert,1
8310,finalizing memo re: refusals,0
8311,briefing notice of motion re: motion to strike,1
8312,preparing motion record re: refusals,0
8313,attending to order re: motion to strike,0
8314,attending to book of authority re: disqualifying expert,0
8315,preparing factum re: motion to strike,0
8316,attending to order re: disqualifying expert,0
8317,drafting memo re: motion to strike,1
8318,reviewing memo re: disqualifying expert,0
8319,briefing analysis re: refusals,1
8320,editing notice of motion re: refusals,1
8321,analyzing notice of motion re: injunction,0
8322,briefing memorandum re: refusals,1
8323,analyzing order re: motion to strike,0
8324,drafting order re: motion to strike,1
8325,attending to notice of motion re: motion to strike,0
8326,writing memo re: disqualifying expert,1
8327,reviewing compendium re: motion to strike,0
8328,briefing affidavit re: enforcing foreign judgment,1
8329,revising affidavit re: motion to strike,1
8330,revising affidavit re: motion to strike,1
8331,revising book of authority re: disqualifying expert,1
8332,preparing motion record re: summary judgment,0
8333,reviewing compendium re: refusals,0
8334,writing affidavit re: injunction,1
8335,attending to order re: summary judgment,0
8336,researching analysis re: summary judgment,0
8337,reviewing memo re: injunction,0
8338,analyzing motion record re: motion to strike,0
8339,analyzing factum re: motion to strike,0
8340,editing compendium re: refusals,1
8341,editing compendium re: refusals,1
8342,revising order re: summary judgment,1
8343,preparing compendium re: summary judgment,0
8344,finalizing compendium re: summary judgment,0
8345,preparing analysis re: injunction,0
8346,attending to memorandum re: summary judgment,0
8347,attending to notice of motion re: refusals,0
8348,attending to memorandum re: injunction,0
8349,drafting memo re: summary judgment,1
8350,reviewing memo re: disqualifying expert,0
8351,writing order re: motion to strike,1
8352,proofing memo re: motion to strike,0
8353,editing affidavit re: enforcing foreign judgment,1
8354,finalizing order re: summary judgment,0
8355,preparing factum re: refusals,0
8356,researching affidavit re: disqualifying expert,0
8357,drafting factum re: disqualifying expert,1
8358,writing factum re: enforcing foreign judgment,1
8359,analyzing factum re: enforcing foreign judgment,0
8360,researching memo re: refusals,0
8361,analyzing motion record re: injunction,0
8362,attending to book of authority re: disqualifying expert,0
8363,attending to affidavit re: disqualifying expert,0
8364,attending to memorandum re: motion to strike,0
8365,briefing motion record re: disqualifying expert,1
8366,drafting notice of motion re: motion to strike,1
8367,editing affidavit re: summary judgment,1
8368,briefing compendium re: summary judgment,1
8369,drafting notice of motion re: enforcing foreign judgment,1
8370,analyzing order re: refusals,0
8371,briefing factum re: summary judgment,1
8372,proofing notice of motion re: motion to strike,0
8373,preparing affidavit re: disqualifying expert,0
8374,researching notice of motion re: motion to strike,0
8375,editing motion record re: injunction,1
8376,finalizing analysis re: motion to strike,0
8377,analyzing motion record re: summary judgment,0
8378,writing memorandum re: summary judgment,1
8379,writing memorandum re: motion to strike,1
8380,attending to book of authority re: disqualifying expert,0
8381,finalizing motion record re: motion to strike,0
8382,writing motion record re: injunction,1
8383,finalizing factum re: motion to strike,0
8384,revising factum re: motion to strike,1
8385,editing motion record re: injunction,1
8386,briefing book of authority re: injunction,1
8387,editing order re: summary judgment,1
8388,finalizing notice of motion re: motion to strike,0
8389,writing memorandum re: refusals,1
8390,revising motion record re: refusals,1
8391,proofing book of authority re: summary judgment,0
8392,reviewing order re: refusals,0
8393,writing notice of motion re: summary judgment,1
8394,writing factum re: injunction,1
8395,preparing motion record re: motion to strike,0
8396,proofing compendium re: refusals,0
8397,writing compendium re: disqualifying expert,1
8398,preparing motion record re: injunction,0
8399,finalizing compendium re: enforcing foreign judgment,0
8400,proofing analysis re: refusals,0
8401,drafting affidavit re: enforcing foreign judgment,1
8402,finalizing analysis re: injunction,0
8403,proofing order re: enforcing foreign judgment,0
8404,attending to order re: refusals,0
8405,reviewing memorandum re: motion to strike,0
8406,preparing analysis re: disqualifying expert,0
8407,reviewing order re: refusals,0
8408,revising book of authority re: refusals,1
8409,attending to motion record re: enforcing foreign judgment,0
8410,preparing analysis re: refusals,0
8411,briefing book of authority re: refusals,1
8412,revising compendium re: disqualifying expert,1
8413,proofing motion record re: enforcing foreign judgment,0
8414,editing affidavit re: refusals,1
8415,writing motion record re: injunction,1
8416,briefing affidavit re: motion to strike,1
8417,attending to memo re: disqualifying expert,0
8418,writing analysis re: injunction,1
